angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.01,0.0,,,"[893, 244, 127, 160]","[265, 297, 88, 108]",,,0.0,0.0,,,0.01,0.0,,,0.04,0.99,,,0.87,0.01,,,0.07,0.0,,,0.0,0.0,,
0.01,0.0,,,"[893, 244, 127, 160]","[265, 297, 88, 108]",,,0.0,0.0,,,0.01,0.0,,,0.04,0.99,,,0.87,0.01,,,0.07,0.0,,,0.0,0.0,,
0.01,0.0,,,"[893, 244, 127, 160]","[265, 297, 88, 108]",,,0.0,0.0,,,0.01,0.0,,,0.04,0.99,,,0.87,0.01,,,0.07,0.0,,,0.0,0.0,,
0.01,0.0,,,"[893, 244, 127, 160]","[265, 297, 88, 108]",,,0.0,0.0,,,0.01,0.0,,,0.04,0.99,,,0.87,0.01,,,0.07,0.0,,,0.0,0.0,,
0.01,0.0,,,"[893, 244, 128, 160]","[265, 297, 88, 107]",,,0.0,0.0,,,0.01,0.0,,,0.04,0.99,,,0.87,0.01,,,0.07,0.0,,,0.0,0.0,,
0.02,0.0,,,"[896, 250, 123, 156]","[266, 298, 86, 108]",,,0.0,0.0,,,0.01,0.0,,,0.03,0.98,,,0.89,0.01,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 251, 121, 157]","[266, 298, 86, 108]",,,0.0,0.0,,,0.02,0.0,,,0.04,0.98,,,0.85,0.02,,,0.06,0.0,,,0.0,0.0,,
0.02,0.0,,,"[899, 252, 121, 154]","[266, 297, 87, 108]",,,0.0,0.0,,,0.01,0.0,,,0.02,0.99,,,0.89,0.01,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[897, 252, 122, 155]","[266, 297, 87, 108]",,,0.0,0.0,,,0.02,0.0,,,0.03,0.99,,,0.87,0.01,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[899, 254, 119, 152]","[267, 297, 86, 107]",,,0.0,0.0,,,0.02,0.0,,,0.05,0.98,,,0.86,0.02,,,0.04,0.0,,,0.0,0.0,,
0.03,0.0,,,"[899, 254, 119, 152]","[267, 297, 86, 107]",,,0.0,0.0,,,0.02,0.0,,,0.05,0.98,,,0.86,0.02,,,0.04,0.0,,,0.0,0.0,,
0.03,0.0,,,"[899, 252, 120, 154]","[267, 297, 86, 107]",,,0.0,0.0,,,0.02,0.0,,,0.03,0.98,,,0.87,0.02,,,0.05,0.0,,,0.0,0.0,,
0.04,0.0,,,"[898, 253, 121, 153]","[267, 297, 86, 106]",,,0.0,0.0,,,0.02,0.0,,,0.03,0.97,,,0.86,0.02,,,0.05,0.0,,,0.0,0.0,,
0.04,0.0,,,"[898, 253, 121, 153]","[267, 297, 86, 106]",,,0.0,0.0,,,0.02,0.0,,,0.03,0.97,,,0.86,0.02,,,0.05,0.0,,,0.0,0.0,,
0.04,0.0,,,"[898, 253, 121, 153]","[267, 297, 86, 106]",,,0.0,0.0,,,0.02,0.0,,,0.03,0.97,,,0.86,0.02,,,0.05,0.0,,,0.0,0.0,,
0.04,0.0,,,"[898, 253, 121, 153]","[267, 297, 86, 106]",,,0.0,0.0,,,0.02,0.0,,,0.03,0.97,,,0.86,0.02,,,0.05,0.0,,,0.0,0.0,,
0.04,0.0,,,"[898, 253, 121, 153]","[267, 297, 86, 106]",,,0.0,0.0,,,0.02,0.0,,,0.03,0.97,,,0.86,0.02,,,0.05,0.0,,,0.0,0.0,,
0.04,0.0,,,"[898, 253, 121, 153]","[267, 297, 86, 106]",,,0.0,0.0,,,0.02,0.0,,,0.03,0.97,,,0.86,0.02,,,0.05,0.0,,,0.0,0.0,,
0.04,0.0,,,"[898, 253, 121, 153]","[267, 297, 86, 106]",,,0.0,0.0,,,0.02,0.0,,,0.03,0.97,,,0.86,0.02,,,0.05,0.0,,,0.0,0.0,,
0.02,0.0,,,"[903, 249, 116, 147]","[265, 301, 89, 111]",,,0.0,0.0,,,0.01,0.0,,,0.02,0.98,,,0.9,0.0,,,0.05,0.01,,,0.0,0.0,,
0.02,0.0,0.06,,"[902, 252, 116, 145]","[265, 299, 90, 112]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.07,,0.02,0.98,0.13,,0.9,0.01,0.42,,0.05,0.01,0.32,,0.0,0.0,0.01,
0.02,0.0,0.06,,"[902, 252, 116, 145]","[265, 299, 90, 112]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.07,,0.02,0.98,0.13,,0.9,0.01,0.42,,0.05,0.01,0.32,,0.0,0.0,0.01,
0.02,0.0,0.06,,"[901, 252, 116, 144]","[265, 299, 90, 112]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.07,,0.02,0.98,0.13,,0.9,0.01,0.42,,0.05,0.01,0.32,,0.0,0.0,0.01,
0.02,0.0,0.06,,"[901, 252, 116, 144]","[265, 299, 90, 112]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.07,,0.02,0.98,0.13,,0.9,0.01,0.42,,0.05,0.01,0.32,,0.0,0.0,0.01,
0.02,0.0,0.06,,"[901, 252, 116, 144]","[265, 299, 90, 112]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.07,,0.02,0.98,0.13,,0.9,0.01,0.42,,0.05,0.01,0.32,,0.0,0.0,0.01,
0.02,0.0,0.06,,"[901, 252, 116, 144]","[265, 299, 90, 112]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.07,,0.02,0.98,0.13,,0.9,0.01,0.42,,0.05,0.01,0.32,,0.0,0.0,0.01,
0.02,0.0,0.06,,"[901, 252, 116, 144]","[265, 299, 90, 112]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.07,,0.02,0.98,0.13,,0.9,0.01,0.42,,0.05,0.01,0.32,,0.0,0.0,0.01,
0.02,0.0,0.06,,"[901, 252, 116, 144]","[265, 299, 90, 112]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.07,,0.02,0.98,0.13,,0.9,0.01,0.42,,0.05,0.01,0.32,,0.0,0.0,0.01,
0.02,0.0,0.06,,"[901, 252, 116, 144]","[265, 299, 90, 112]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.07,,0.02,0.97,0.13,,0.9,0.01,0.42,,0.05,0.01,0.32,,0.0,0.0,0.01,
0.04,0.0,,,"[906, 250, 118, 152]","[263, 290, 92, 118]",,,0.0,0.0,,,0.02,0.0,,,0.08,0.99,,,0.78,0.01,,,0.08,0.0,,,0.0,0.0,,
0.02,0.0,,,"[905, 252, 118, 150]","[264, 289, 93, 119]",,,0.0,0.0,,,0.01,0.0,,,0.08,0.99,,,0.85,0.01,,,0.04,0.0,,,0.0,0.0,,
0.02,0.0,,,"[905, 252, 118, 150]","[263, 289, 93, 119]",,,0.0,0.0,,,0.01,0.0,,,0.07,0.99,,,0.85,0.01,,,0.04,0.0,,,0.0,0.0,,
0.02,0.0,,,"[906, 252, 117, 151]","[263, 289, 93, 119]",,,0.0,0.0,,,0.01,0.0,,,0.07,0.99,,,0.86,0.01,,,0.04,0.0,,,0.0,0.0,,
0.02,0.0,,,"[906, 252, 117, 151]","[263, 289, 93, 119]",,,0.0,0.0,,,0.01,0.0,,,0.07,0.99,,,0.86,0.01,,,0.04,0.0,,,0.0,0.0,,
0.03,0.0,,,"[906, 252, 118, 152]","[265, 292, 91, 114]",,,0.0,0.0,,,0.01,0.0,,,0.02,0.99,,,0.87,0.0,,,0.06,0.0,,,0.0,0.0,,
0.03,0.0,0.09,,"[906, 252, 119, 152]","[265, 292, 92, 114]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.06,,0.03,0.99,0.07,,0.87,0.01,0.37,,0.06,0.0,0.4,,0.0,0.0,0.01,
0.06,0.0,,,"[907, 252, 118, 153]","[265, 291, 91, 117]",,,0.0,0.0,,,0.01,0.0,,,0.03,0.99,,,0.84,0.0,,,0.05,0.0,,,0.0,0.0,,
0.04,0.0,,,"[906, 252, 118, 153]","[264, 290, 93, 119]",,,0.0,0.0,,,0.01,0.0,,,0.02,0.99,,,0.87,0.01,,,0.06,0.0,,,0.0,0.0,,
0.04,0.0,,,"[905, 256, 125, 152]","[267, 295, 90, 112]",,,0.0,0.0,,,0.04,0.0,,,0.01,0.98,,,0.86,0.01,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[905, 256, 125, 153]","[267, 295, 90, 112]",,,0.0,0.0,,,0.03,0.0,,,0.01,0.98,,,0.87,0.01,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[905, 256, 125, 153]","[267, 295, 90, 112]",,,0.0,0.0,,,0.03,0.0,,,0.01,0.98,,,0.87,0.01,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[905, 256, 125, 153]","[267, 295, 90, 112]",,,0.0,0.0,,,0.03,0.0,,,0.01,0.98,,,0.87,0.01,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[905, 256, 125, 153]","[267, 295, 90, 112]",,,0.0,0.0,,,0.03,0.0,,,0.01,0.98,,,0.87,0.01,,,0.05,0.0,,,0.0,0.0,,
0.04,0.0,,,"[902, 252, 124, 158]","[267, 294, 91, 114]",,,0.0,0.0,,,0.01,0.0,,,0.01,0.99,,,0.89,0.0,,,0.03,0.0,,,0.0,0.0,,
0.05,0.0,,,"[903, 252, 123, 159]","[267, 293, 91, 114]",,,0.0,0.0,,,0.02,0.0,,,0.02,0.99,,,0.87,0.01,,,0.04,0.0,,,0.0,0.0,,
0.05,0.0,,,"[903, 252, 123, 159]","[267, 293, 91, 114]",,,0.0,0.0,,,0.02,0.0,,,0.02,0.99,,,0.87,0.01,,,0.04,0.0,,,0.0,0.0,,
0.05,0.0,,,"[903, 252, 123, 159]","[267, 293, 91, 114]",,,0.0,0.0,,,0.02,0.0,,,0.02,0.99,,,0.87,0.01,,,0.04,0.0,,,0.0,0.0,,
0.05,0.0,,,"[903, 252, 123, 159]","[267, 293, 91, 114]",,,0.0,0.0,,,0.02,0.0,,,0.02,0.99,,,0.87,0.01,,,0.04,0.0,,,0.0,0.0,,
0.05,0.0,,,"[903, 252, 123, 159]","[267, 293, 91, 115]",,,0.0,0.0,,,0.02,0.0,,,0.02,0.98,,,0.87,0.02,,,0.04,0.0,,,0.0,0.0,,
0.03,0.0,,,"[899, 243, 125, 152]","[266, 293, 91, 116]",,,0.0,0.0,,,0.01,0.0,,,0.05,0.99,,,0.86,0.01,,,0.04,0.0,,,0.0,0.0,,
0.03,0.0,,,"[898, 241, 124, 156]","[267, 293, 90, 114]",,,0.0,0.0,,,0.02,0.0,,,0.04,0.99,,,0.86,0.01,,,0.05,0.0,,,0.0,0.0,,
0.04,0.0,,,"[897, 242, 126, 153]","[266, 293, 91, 116]",,,0.0,0.0,,,0.02,0.0,,,0.04,0.99,,,0.86,0.01,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,,,"[897, 241, 125, 156]","[267, 293, 90, 116]",,,0.0,0.0,,,0.02,0.0,,,0.04,0.99,,,0.86,0.01,,,0.05,0.0,,,0.0,0.0,,
0.03,0.0,0.09,,"[899, 242, 124, 154]","[266, 294, 90, 114]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.02,0.0,0.07,,0.08,1.0,0.11,,0.82,0.0,0.28,,0.05,0.0,0.43,,0.0,0.0,0.01,
0.03,0.0,0.09,,"[896, 242, 125, 155]","[266, 293, 92, 115]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.04,0.0,0.07,,0.13,0.98,0.11,,0.67,0.02,0.28,,0.13,0.0,0.43,,0.01,0.0,0.01,
0.05,0.0,0.09,,"[898, 242, 123, 154]","[266, 293, 92, 115]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.05,0.0,0.07,,0.18,0.98,0.11,,0.53,0.02,0.28,,0.19,0.0,0.43,,0.01,0.0,0.01,
0.05,0.0,0.09,,"[898, 242, 123, 154]","[266, 293, 92, 115]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.05,0.0,0.07,,0.18,0.98,0.11,,0.53,0.02,0.28,,0.19,0.0,0.43,,0.01,0.0,0.01,
0.05,0.0,0.09,,"[898, 242, 123, 154]","[266, 293, 92, 115]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.05,0.0,0.07,,0.18,0.98,0.11,,0.53,0.02,0.28,,0.19,0.0,0.43,,0.01,0.0,0.01,
0.05,0.0,0.09,,"[898, 242, 123, 154]","[266, 293, 92, 115]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.05,0.0,0.07,,0.18,0.98,0.11,,0.53,0.02,0.28,,0.19,0.0,0.43,,0.01,0.0,0.01,
0.04,0.0,0.09,,"[897, 242, 124, 155]","[266, 292, 91, 116]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.04,0.0,0.07,,0.16,0.99,0.11,,0.6,0.01,0.28,,0.15,0.0,0.43,,0.01,0.0,0.01,
0.04,0.0,0.09,,"[897, 242, 124, 155]","[266, 292, 91, 116]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.04,0.0,0.07,,0.16,0.99,0.11,,0.6,0.01,0.28,,0.15,0.0,0.43,,0.01,0.0,0.01,
0.04,0.0,0.09,,"[898, 241, 124, 156]","[265, 293, 92, 115]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.05,0.0,0.07,,0.24,1.0,0.11,,0.5,0.0,0.28,,0.16,0.0,0.43,,0.01,0.0,0.01,
0.02,0.02,,,"[898, 246, 120, 150]","[267, 294, 89, 112]",,,0.0,0.0,,,0.03,0.04,,,0.17,0.52,,,0.7,0.36,,,0.08,0.05,,,0.01,0.01,,
0.02,0.02,,,"[898, 246, 120, 150]","[266, 294, 89, 112]",,,0.0,0.0,,,0.03,0.04,,,0.17,0.38,,,0.7,0.5,,,0.08,0.06,,,0.01,0.0,,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.14,0.03,0.1,,0.69,0.75,0.33,,0.11,0.12,0.4,,0.01,0.0,0.03,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.13,0.03,0.1,,0.69,0.75,0.33,,0.1,0.12,0.4,,0.01,0.0,0.03,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.13,0.03,0.1,,0.69,0.75,0.33,,0.1,0.12,0.4,,0.01,0.0,0.03,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.13,0.03,0.1,,0.69,0.75,0.33,,0.1,0.12,0.4,,0.01,0.0,0.03,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.13,0.03,0.1,,0.69,0.75,0.33,,0.1,0.12,0.4,,0.01,0.0,0.03,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.13,0.03,0.1,,0.69,0.75,0.33,,0.1,0.12,0.4,,0.01,0.0,0.03,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.13,0.03,0.1,,0.69,0.75,0.33,,0.1,0.12,0.4,,0.01,0.0,0.03,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.13,0.03,0.1,,0.69,0.75,0.33,,0.1,0.12,0.4,,0.01,0.0,0.03,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.13,0.03,0.1,,0.69,0.75,0.33,,0.1,0.12,0.4,,0.01,0.0,0.03,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.13,0.03,0.1,,0.69,0.75,0.33,,0.1,0.12,0.4,,0.01,0.0,0.03,
0.03,0.02,0.09,,"[897, 243, 123, 153]","[267, 295, 89, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.03,0.07,0.06,,0.13,0.03,0.1,,0.69,0.75,0.33,,0.1,0.12,0.4,,0.01,0.0,0.03,
0.03,0.01,,,"[898, 246, 120, 149]","[266, 292, 90, 114]",,,0.0,0.0,,,0.03,0.05,,,0.11,0.06,,,0.7,0.76,,,0.11,0.12,,,0.02,0.0,,
0.05,0.02,,,"[897, 246, 121, 148]","[267, 295, 89, 109]",,,0.0,0.0,,,0.04,0.08,,,0.11,0.06,,,0.64,0.72,,,0.13,0.12,,,0.03,0.0,,
0.05,0.02,,,"[897, 246, 121, 148]","[267, 295, 89, 109]",,,0.0,0.0,,,0.04,0.08,,,0.11,0.06,,,0.64,0.72,,,0.13,0.12,,,0.03,0.0,,
0.04,0.01,,,"[895, 242, 121, 152]","[257, 292, 93, 116]",,,0.0,0.0,,,0.03,0.01,,,0.16,0.04,,,0.69,0.93,,,0.08,0.02,,,0.01,0.0,,
0.04,0.01,,,"[895, 242, 121, 152]","[257, 292, 93, 116]",,,0.0,0.0,,,0.03,0.01,,,0.19,0.04,,,0.63,0.93,,,0.1,0.02,,,0.01,0.0,,
0.04,0.01,,,"[895, 242, 121, 152]","[257, 292, 93, 116]",,,0.0,0.0,,,0.03,0.01,,,0.19,0.04,,,0.63,0.93,,,0.1,0.02,,,0.01,0.0,,
0.04,0.01,,,"[895, 242, 121, 152]","[257, 292, 93, 116]",,,0.0,0.0,,,0.03,0.01,,,0.19,0.04,,,0.64,0.93,,,0.09,0.02,,,0.01,0.0,,
0.03,0.01,0.11,,"[894, 243, 121, 150]","[259, 292, 94, 116]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.02,0.01,0.17,,0.21,0.08,0.09,,0.64,0.88,0.11,,0.09,0.02,0.5,,0.01,0.0,0.01,
0.04,0.01,0.11,,"[894, 244, 121, 149]","[259, 292, 94, 116]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.01,0.17,,0.17,0.08,0.09,,0.66,0.88,0.11,,0.1,0.02,0.5,,0.01,0.0,0.01,
0.04,0.01,0.11,,"[894, 244, 121, 149]","[259, 292, 94, 116]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.01,0.17,,0.17,0.08,0.09,,0.66,0.88,0.11,,0.1,0.02,0.5,,0.01,0.0,0.01,
0.04,0.01,0.11,,"[894, 244, 121, 149]","[259, 292, 94, 116]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.01,0.17,,0.17,0.08,0.09,,0.66,0.88,0.11,,0.1,0.02,0.5,,0.01,0.0,0.01,
0.04,0.01,0.11,,"[894, 244, 121, 149]","[259, 292, 94, 116]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.01,0.17,,0.17,0.08,0.09,,0.66,0.88,0.11,,0.1,0.02,0.5,,0.01,0.0,0.01,
0.04,0.01,0.11,,"[894, 244, 121, 149]","[259, 292, 94, 116]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.01,0.17,,0.17,0.08,0.09,,0.66,0.88,0.11,,0.1,0.02,0.5,,0.01,0.0,0.01,
0.04,0.01,0.11,,"[894, 244, 121, 149]","[259, 292, 94, 116]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.01,0.17,,0.17,0.08,0.09,,0.66,0.88,0.11,,0.1,0.02,0.5,,0.01,0.0,0.01,
0.04,0.01,0.11,,"[894, 244, 121, 149]","[259, 292, 94, 116]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.01,0.17,,0.17,0.08,0.09,,0.66,0.88,0.11,,0.1,0.02,0.5,,0.01,0.0,0.01,
0.04,0.01,0.11,,"[894, 244, 121, 149]","[259, 292, 94, 116]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.03,0.01,0.17,,0.17,0.08,0.09,,0.66,0.88,0.11,,0.1,0.02,0.5,,0.01,0.0,0.01,
0.05,0.01,0.15,,"[891, 244, 123, 149]","[265, 295, 91, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.03,0.01,0.09,,0.13,0.31,0.1,,0.64,0.64,0.24,,0.15,0.03,0.41,,0.0,0.0,0.01,
0.05,0.01,0.15,,"[891, 244, 123, 149]","[265, 296, 90, 109]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.03,0.01,0.09,,0.14,0.08,0.1,,0.64,0.87,0.24,,0.14,0.03,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.24,0.1,,0.7,0.69,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.04,0.02,0.15,,"[892, 245, 122, 149]","[265, 295, 92, 112]","[1231, 123, 11, 14]",,0.0,0.0,0.0,,0.02,0.01,0.09,,0.11,0.23,0.1,,0.7,0.7,0.24,,0.12,0.04,0.41,,0.0,0.0,0.01,
0.03,0.01,0.09,,"[893, 247, 120, 147]","[264, 295, 91, 111]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.02,0.01,0.16,,0.18,0.27,0.06,,0.67,0.7,0.17,,0.1,0.02,0.52,,0.0,0.0,0.01,
0.02,0.01,0.09,,"[892, 247, 122, 147]","[264, 296, 91, 109]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.02,0.01,0.16,,0.18,0.25,0.06,,0.68,0.71,0.17,,0.1,0.02,0.52,,0.0,0.0,0.01,
0.02,0.01,0.09,,"[892, 247, 122, 147]","[264, 295, 91, 111]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.02,0.01,0.16,,0.18,0.37,0.06,,0.68,0.6,0.17,,0.1,0.02,0.52,,0.0,0.0,0.01,
0.02,0.01,0.09,,"[892, 247, 122, 147]","[264, 295, 91, 111]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.02,0.01,0.16,,0.18,0.37,0.06,,0.68,0.6,0.17,,0.1,0.02,0.52,,0.0,0.0,0.01,
0.02,0.01,0.09,,"[892, 247, 122, 147]","[264, 295, 91, 111]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.02,0.01,0.16,,0.18,0.37,0.06,,0.68,0.6,0.17,,0.1,0.02,0.52,,0.0,0.0,0.01,
0.02,0.01,0.1,,"[892, 247, 122, 147]","[264, 295, 91, 111]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.01,0.01,0.13,,0.16,0.37,0.08,,0.7,0.6,0.17,,0.1,0.02,0.51,,0.0,0.0,0.01,
0.02,0.01,0.1,,"[892, 247, 122, 147]","[264, 295, 91, 111]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.01,0.01,0.13,,0.16,0.37,0.08,,0.71,0.6,0.17,,0.1,0.02,0.51,,0.0,0.0,0.01,
0.02,0.01,0.1,,"[892, 247, 122, 147]","[264, 296, 91, 110]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.02,0.01,0.13,,0.16,0.37,0.08,,0.7,0.6,0.17,,0.1,0.02,0.51,,0.0,0.0,0.01,
0.02,0.01,0.1,,"[892, 247, 122, 147]","[264, 295, 91, 111]","[1231, 123, 10, 14]",,0.0,0.0,0.0,,0.01,0.01,0.13,,0.16,0.37,0.08,,0.71,0.6,0.17,,0.09,0.02,0.51,,0.0,0.0,0.01,
0.03,0.0,0.1,,"[893, 244, 123, 154]","[266, 295, 89, 111]","[1231, 123, 10, 14]",,0.0,0.0,0.01,,0.02,0.0,0.11,,0.24,0.45,0.09,,0.63,0.53,0.18,,0.08,0.01,0.5,,0.0,0.0,0.01,
0.03,0.01,0.12,,"[894, 244, 122, 153]","[265, 295, 90, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.01,,0.02,0.01,0.08,,0.23,0.31,0.12,,0.64,0.66,0.29,,0.07,0.02,0.38,,0.01,0.0,0.01,
