angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.04,0.01,0.07,,"[907, 250, 115, 150]","[269, 300, 88, 110]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.04,0.01,0.04,,0.06,0.17,0.13,,0.73,0.74,0.15,,0.12,0.07,0.59,,0.0,0.0,0.02,
0.03,0.01,0.08,,"[907, 251, 115, 148]","[269, 300, 88, 109]","[1231, 124, 12, 14]",,0.0,0.0,0.0,,0.03,0.01,0.03,,0.03,0.1,0.08,,0.79,0.84,0.12,,0.11,0.05,0.66,,0.0,0.0,0.02,
0.03,0.01,0.08,,"[907, 251, 115, 148]","[269, 300, 88, 109]","[1231, 124, 12, 14]",,0.0,0.0,0.0,,0.03,0.01,0.03,,0.03,0.1,0.08,,0.79,0.84,0.12,,0.11,0.05,0.66,,0.0,0.0,0.02,
0.03,0.01,0.08,,"[907, 251, 115, 148]","[269, 300, 88, 109]","[1231, 124, 12, 14]",,0.0,0.0,0.0,,0.03,0.01,0.03,,0.03,0.1,0.08,,0.79,0.84,0.12,,0.11,0.05,0.66,,0.0,0.0,0.02,
0.03,0.01,0.08,,"[907, 251, 115, 148]","[269, 300, 88, 109]","[1231, 124, 12, 14]",,0.0,0.0,0.0,,0.03,0.01,0.03,,0.03,0.1,0.08,,0.79,0.84,0.12,,0.11,0.05,0.66,,0.0,0.0,0.02,
0.03,0.01,0.08,,"[907, 251, 115, 148]","[269, 300, 88, 109]","[1231, 124, 12, 14]",,0.0,0.0,0.0,,0.03,0.01,0.03,,0.03,0.1,0.08,,0.79,0.84,0.12,,0.11,0.05,0.66,,0.0,0.0,0.02,
0.03,0.01,0.08,,"[907, 251, 115, 148]","[269, 300, 88, 109]","[1231, 124, 12, 14]",,0.0,0.0,0.0,,0.03,0.01,0.03,,0.03,0.1,0.08,,0.79,0.84,0.12,,0.11,0.05,0.66,,0.0,0.0,0.02,
0.03,0.01,0.08,,"[907, 251, 115, 148]","[269, 300, 88, 109]","[1231, 124, 12, 14]",,0.0,0.0,0.0,,0.03,0.01,0.03,,0.03,0.1,0.08,,0.79,0.84,0.12,,0.11,0.05,0.66,,0.0,0.0,0.02,
0.03,0.01,0.08,,"[907, 251, 115, 148]","[269, 300, 88, 109]","[1231, 124, 12, 14]",,0.0,0.0,0.0,,0.03,0.01,0.03,,0.03,0.1,0.08,,0.79,0.84,0.12,,0.11,0.05,0.66,,0.0,0.0,0.02,
0.03,0.01,0.08,,"[907, 251, 115, 148]","[269, 300, 88, 109]","[1231, 124, 12, 14]",,0.0,0.0,0.0,,0.03,0.01,0.03,,0.03,0.1,0.08,,0.79,0.84,0.12,,0.11,0.05,0.66,,0.0,0.0,0.02,
0.03,0.01,0.08,,"[907, 251, 115, 148]","[269, 300, 88, 109]","[1231, 124, 12, 14]",,0.0,0.0,0.0,,0.03,0.01,0.03,,0.03,0.1,0.08,,0.79,0.84,0.12,,0.11,0.05,0.66,,0.0,0.0,0.02,
0.05,0.03,0.08,,"[896, 253, 119, 145]","[260, 300, 90, 108]","[1231, 123, 10, 14]",,0.0,0.0,0.01,,0.04,0.03,0.13,,0.26,0.05,0.03,,0.47,0.78,0.19,,0.18,0.11,0.56,,0.0,0.0,0.0,
0.04,0.03,0.08,,"[897, 253, 119, 146]","[260, 300, 90, 108]","[1231, 123, 10, 14]",,0.0,0.0,0.01,,0.06,0.03,0.13,,0.32,0.05,0.03,,0.41,0.78,0.19,,0.16,0.11,0.56,,0.01,0.0,0.0,
0.05,0.03,0.08,,"[896, 253, 119, 145]","[260, 300, 90, 108]","[1231, 123, 10, 14]",,0.0,0.0,0.01,,0.04,0.03,0.13,,0.26,0.05,0.03,,0.46,0.78,0.19,,0.19,0.11,0.56,,0.0,0.0,0.0,
0.04,0.03,0.06,,"[898, 253, 117, 145]","[259, 297, 92, 112]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.03,0.11,,0.35,0.07,0.03,,0.39,0.78,0.21,,0.15,0.1,0.59,,0.01,0.0,0.01,
0.04,0.03,0.06,,"[898, 253, 117, 145]","[259, 297, 92, 112]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.03,0.11,,0.35,0.07,0.03,,0.39,0.78,0.21,,0.15,0.1,0.59,,0.01,0.0,0.01,
0.04,0.03,0.06,,"[898, 253, 117, 145]","[259, 297, 92, 112]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.03,0.11,,0.34,0.07,0.03,,0.41,0.78,0.21,,0.15,0.1,0.59,,0.01,0.0,0.01,
0.05,0.01,,,"[895, 252, 119, 147]","[252, 297, 93, 113]",,,0.0,0.0,,,0.04,0.01,,,0.15,0.72,,,0.56,0.24,,,0.2,0.02,,,0.0,0.0,,
0.04,0.01,,,"[895, 252, 119, 147]","[252, 297, 92, 113]",,,0.0,0.0,,,0.04,0.01,,,0.16,0.7,,,0.55,0.26,,,0.2,0.02,,,0.0,0.0,,
0.03,0.0,0.12,,"[896, 253, 119, 146]","[254, 296, 93, 115]","[1230, 124, 11, 13]",,0.0,0.0,0.01,,0.04,0.01,0.15,,0.24,0.69,0.07,,0.56,0.28,0.16,,0.12,0.02,0.47,,0.01,0.0,0.02,
0.04,0.0,0.12,,"[897, 254, 117, 144]","[256, 298, 91, 112]","[1230, 124, 10, 13]",,0.0,0.0,0.01,,0.04,0.0,0.11,,0.23,0.83,0.06,,0.57,0.14,0.15,,0.11,0.01,0.54,,0.01,0.0,0.02,
0.04,0.01,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.25,0.8,0.06,,0.56,0.14,0.43,,0.11,0.03,0.39,,0.01,0.0,0.02,
0.04,0.01,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.25,0.8,0.06,,0.56,0.14,0.43,,0.11,0.03,0.39,,0.01,0.0,0.02,
0.04,0.01,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.25,0.8,0.06,,0.56,0.14,0.43,,0.11,0.03,0.39,,0.01,0.0,0.02,
0.04,0.01,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.25,0.8,0.06,,0.56,0.14,0.43,,0.11,0.03,0.39,,0.01,0.0,0.02,
0.04,0.01,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.25,0.8,0.06,,0.56,0.14,0.43,,0.11,0.03,0.39,,0.01,0.0,0.02,
0.04,0.01,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.25,0.8,0.06,,0.56,0.14,0.43,,0.11,0.03,0.39,,0.01,0.0,0.02,
0.04,0.01,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.29,0.8,0.06,,0.51,0.14,0.43,,0.11,0.03,0.39,,0.01,0.0,0.02,
0.04,0.01,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.29,0.8,0.06,,0.51,0.14,0.43,,0.11,0.03,0.39,,0.01,0.0,0.02,
0.04,0.02,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 111]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.29,0.74,0.06,,0.51,0.15,0.43,,0.11,0.08,0.39,,0.01,0.0,0.02,
0.04,0.01,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.29,0.8,0.06,,0.51,0.14,0.43,,0.11,0.03,0.39,,0.01,0.0,0.02,
0.04,0.01,0.05,,"[897, 254, 117, 144]","[256, 297, 92, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.01,0.05,,0.31,0.81,0.06,,0.49,0.14,0.43,,0.11,0.03,0.39,,0.01,0.0,0.02,
0.03,0.01,0.06,,"[898, 254, 118, 147]","[258, 296, 89, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.0,0.05,,0.23,0.85,0.07,,0.52,0.11,0.44,,0.16,0.03,0.37,,0.01,0.0,0.01,
0.03,0.01,0.06,,"[898, 254, 118, 147]","[258, 296, 89, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.0,0.05,,0.23,0.85,0.07,,0.52,0.11,0.44,,0.16,0.03,0.37,,0.01,0.0,0.01,
0.03,0.01,0.06,,"[898, 254, 118, 147]","[258, 296, 89, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.0,0.05,,0.23,0.85,0.07,,0.52,0.11,0.44,,0.16,0.03,0.37,,0.01,0.0,0.01,
0.03,0.01,0.06,,"[898, 254, 118, 147]","[258, 296, 89, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.0,0.05,,0.23,0.85,0.07,,0.52,0.11,0.44,,0.16,0.03,0.37,,0.01,0.0,0.01,
0.03,0.01,0.06,,"[898, 254, 118, 147]","[258, 296, 89, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.0,0.05,,0.23,0.85,0.07,,0.52,0.11,0.44,,0.16,0.03,0.37,,0.01,0.0,0.01,
0.03,0.01,0.06,,"[898, 254, 118, 147]","[258, 296, 89, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.0,0.05,,0.23,0.85,0.07,,0.52,0.11,0.44,,0.16,0.03,0.37,,0.01,0.0,0.01,
0.03,0.01,0.06,,"[898, 254, 118, 147]","[258, 296, 89, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.0,0.05,,0.23,0.85,0.07,,0.52,0.11,0.44,,0.16,0.03,0.37,,0.01,0.0,0.01,
0.04,0.01,0.05,,"[897, 254, 118, 146]","[257, 297, 91, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.05,,0.21,0.82,0.07,,0.55,0.12,0.47,,0.13,0.03,0.35,,0.01,0.0,0.01,
0.04,0.01,0.05,,"[897, 254, 118, 146]","[257, 297, 91, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.05,,0.21,0.82,0.07,,0.55,0.12,0.47,,0.13,0.03,0.35,,0.01,0.0,0.01,
0.04,0.01,0.05,,"[897, 254, 118, 146]","[257, 297, 91, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.05,,0.21,0.82,0.07,,0.55,0.12,0.47,,0.13,0.03,0.35,,0.01,0.0,0.01,
0.04,0.01,0.05,,"[897, 254, 118, 146]","[257, 297, 91, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.05,,0.21,0.82,0.07,,0.55,0.12,0.47,,0.13,0.03,0.35,,0.01,0.0,0.01,
0.04,0.01,0.05,,"[897, 254, 118, 146]","[257, 297, 91, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.05,,0.21,0.82,0.07,,0.55,0.12,0.47,,0.13,0.03,0.35,,0.01,0.0,0.01,
0.04,0.01,0.05,,"[897, 254, 118, 146]","[257, 297, 91, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.05,,0.21,0.82,0.07,,0.55,0.12,0.47,,0.13,0.03,0.35,,0.01,0.0,0.01,
0.04,0.01,0.05,,"[897, 254, 118, 146]","[257, 297, 91, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.05,,0.21,0.82,0.07,,0.55,0.12,0.47,,0.13,0.03,0.35,,0.01,0.0,0.01,
0.04,0.01,0.05,,"[897, 254, 118, 146]","[257, 297, 91, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.05,0.01,0.05,,0.21,0.82,0.07,,0.55,0.12,0.47,,0.13,0.03,0.35,,0.01,0.0,0.01,
0.03,0.01,0.05,,"[898, 254, 118, 146]","[257, 297, 91, 113]","[1230, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.01,0.05,,0.22,0.82,0.07,,0.52,0.12,0.47,,0.16,0.03,0.35,,0.01,0.0,0.01,
0.03,0.02,,,"[896, 250, 119, 145]","[271, 295, 91, 117]",,,0.0,0.0,,,0.02,0.02,,,0.03,0.75,,,0.86,0.15,,,0.06,0.05,,,0.0,0.0,,
0.04,0.03,0.12,,"[897, 250, 118, 145]","[268, 294, 92, 119]","[1231, 124, 12, 15]",,0.0,0.0,0.0,,0.04,0.03,0.05,,0.03,0.78,0.12,,0.8,0.11,0.41,,0.09,0.05,0.29,,0.0,0.01,0.01,
0.04,0.03,0.12,,"[897, 250, 118, 145]","[268, 294, 92, 119]","[1231, 124, 12, 15]",,0.0,0.0,0.0,,0.04,0.03,0.05,,0.03,0.78,0.12,,0.8,0.11,0.41,,0.09,0.05,0.29,,0.0,0.01,0.01,
0.04,0.03,0.12,,"[897, 250, 118, 145]","[268, 294, 92, 119]","[1231, 124, 12, 15]",,0.0,0.0,0.0,,0.04,0.03,0.05,,0.03,0.78,0.12,,0.8,0.11,0.41,,0.09,0.05,0.29,,0.0,0.01,0.01,
0.04,0.03,0.12,,"[897, 250, 118, 145]","[268, 294, 92, 119]","[1231, 124, 12, 15]",,0.0,0.0,0.0,,0.04,0.03,0.05,,0.03,0.78,0.12,,0.8,0.11,0.41,,0.09,0.05,0.29,,0.0,0.01,0.01,
0.04,0.03,0.12,,"[897, 250, 118, 145]","[268, 294, 92, 119]","[1231, 124, 12, 15]",,0.0,0.0,0.0,,0.04,0.03,0.05,,0.03,0.78,0.12,,0.8,0.11,0.41,,0.09,0.05,0.29,,0.0,0.01,0.01,
0.04,0.03,0.12,,"[897, 250, 118, 145]","[268, 294, 92, 119]","[1231, 124, 12, 15]",,0.0,0.0,0.0,,0.04,0.03,0.05,,0.03,0.78,0.12,,0.8,0.11,0.41,,0.09,0.05,0.29,,0.0,0.01,0.01,
0.05,0.01,0.11,,"[897, 251, 117, 145]","[264, 293, 96, 119]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.06,0.01,0.08,,0.03,0.13,0.05,,0.71,0.81,0.22,,0.15,0.04,0.52,,0.0,0.0,0.02,
0.04,0.02,0.11,,"[897, 251, 117, 143]","[262, 294, 97, 120]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.02,0.08,,0.02,0.37,0.05,,0.8,0.53,0.22,,0.1,0.06,0.52,,0.0,0.0,0.02,
0.03,0.02,0.11,,"[897, 251, 118, 144]","[262, 294, 97, 120]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.04,0.02,0.08,,0.02,0.38,0.05,,0.82,0.53,0.22,,0.1,0.06,0.51,,0.0,0.0,0.02,
0.06,0.02,0.11,,"[899, 249, 117, 148]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.06,0.01,0.07,,0.02,0.24,0.11,,0.77,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.06,0.02,0.11,,"[899, 249, 117, 148]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.06,0.01,0.07,,0.02,0.24,0.11,,0.77,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.06,0.02,0.11,,"[899, 249, 117, 148]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.06,0.01,0.07,,0.02,0.24,0.11,,0.77,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.06,0.02,0.11,,"[899, 249, 117, 148]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.06,0.01,0.07,,0.02,0.24,0.11,,0.77,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.06,0.02,0.11,,"[899, 249, 117, 148]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.06,0.01,0.07,,0.02,0.24,0.11,,0.77,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.06,0.02,0.11,,"[899, 249, 117, 148]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.06,0.01,0.07,,0.02,0.24,0.11,,0.77,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.06,0.02,0.11,,"[899, 249, 117, 148]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.06,0.01,0.07,,0.02,0.24,0.11,,0.77,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.06,0.02,0.11,,"[899, 249, 117, 148]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.06,0.01,0.07,,0.02,0.24,0.11,,0.77,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.07,0.02,0.11,,"[900, 250, 116, 146]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.07,0.01,0.06,,0.02,0.24,0.11,,0.75,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.07,0.02,0.11,,"[900, 250, 116, 146]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.07,0.01,0.06,,0.02,0.24,0.11,,0.75,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.07,0.02,0.11,,"[900, 250, 116, 146]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.07,0.01,0.06,,0.02,0.24,0.11,,0.75,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.07,0.02,0.11,,"[900, 250, 116, 146]","[263, 294, 96, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.07,0.01,0.06,,0.02,0.24,0.11,,0.75,0.65,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.04,0.02,0.11,,"[899, 249, 117, 147]","[264, 294, 95, 119]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.06,0.01,0.07,,0.01,0.25,0.11,,0.81,0.64,0.34,,0.09,0.08,0.34,,0.0,0.0,0.03,
0.07,0.01,0.07,,"[899, 250, 117, 147]","[264, 295, 94, 115]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.06,0.01,0.08,,0.02,0.1,0.08,,0.76,0.83,0.37,,0.09,0.06,0.38,,0.0,0.0,0.02,
0.07,0.01,0.07,,"[899, 250, 117, 147]","[264, 295, 94, 115]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.06,0.01,0.08,,0.02,0.1,0.08,,0.76,0.83,0.37,,0.09,0.06,0.38,,0.0,0.0,0.02,
0.07,0.01,0.07,,"[899, 250, 117, 147]","[264, 295, 94, 115]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.06,0.01,0.08,,0.02,0.1,0.08,,0.76,0.83,0.37,,0.09,0.06,0.38,,0.0,0.0,0.02,
0.07,0.01,0.07,,"[899, 250, 117, 147]","[264, 295, 94, 115]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.06,0.01,0.08,,0.02,0.1,0.08,,0.76,0.83,0.37,,0.09,0.06,0.38,,0.0,0.0,0.02,
0.02,0.0,0.07,,"[904, 253, 115, 148]","[267, 296, 91, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.02,0.0,0.08,,0.02,0.91,0.12,,0.88,0.08,0.2,,0.06,0.0,0.51,,0.0,0.0,0.02,
0.02,0.0,0.08,,"[900, 252, 116, 151]","[267, 296, 91, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.03,0.0,0.12,,0.01,0.91,0.08,,0.83,0.08,0.12,,0.11,0.0,0.56,,0.0,0.0,0.03,
0.02,0.0,0.08,,"[900, 252, 116, 151]","[267, 296, 91, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.01,0.91,0.1,,0.83,0.08,0.12,,0.11,0.0,0.56,,0.0,0.0,0.03,
0.02,0.0,0.08,,"[900, 252, 116, 151]","[267, 296, 91, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.01,0.91,0.1,,0.83,0.08,0.12,,0.11,0.0,0.56,,0.0,0.0,0.03,
0.02,0.0,0.08,,"[900, 252, 116, 151]","[267, 296, 91, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.01,0.91,0.09,,0.83,0.08,0.12,,0.11,0.0,0.56,,0.0,0.0,0.03,
0.02,0.0,0.08,,"[900, 252, 116, 151]","[267, 296, 91, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.01,0.91,0.09,,0.83,0.08,0.12,,0.11,0.0,0.56,,0.0,0.0,0.03,
0.02,0.0,0.08,,"[900, 252, 116, 151]","[267, 296, 91, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.01,0.91,0.09,,0.83,0.08,0.12,,0.11,0.0,0.56,,0.0,0.0,0.03,
0.02,0.0,0.08,,"[900, 252, 116, 151]","[267, 296, 91, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.01,0.91,0.09,,0.83,0.08,0.12,,0.11,0.0,0.56,,0.0,0.0,0.03,
0.02,0.0,0.08,,"[900, 252, 116, 151]","[267, 296, 91, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.01,0.91,0.09,,0.83,0.08,0.12,,0.11,0.0,0.56,,0.0,0.0,0.03,
0.02,0.0,0.08,,"[900, 252, 116, 151]","[267, 296, 91, 111]","[1231, 123, 12, 15]",,0.0,0.0,0.0,,0.03,0.0,0.11,,0.01,0.91,0.09,,0.83,0.08,0.12,,0.11,0.0,0.56,,0.0,0.0,0.03,
0.23,0.0,0.07,,"[907, 268, 122, 156]","[268, 301, 87, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.0,0.13,,0.02,0.96,0.05,,0.67,0.03,0.15,,0.05,0.01,0.58,,0.01,0.0,0.02,
0.35,0.0,0.06,,"[907, 266, 124, 159]","[268, 301, 87, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.0,0.07,,0.01,0.97,0.09,,0.56,0.02,0.19,,0.05,0.0,0.59,,0.01,0.0,0.01,
0.17,0.0,0.06,,"[905, 269, 125, 158]","[267, 300, 87, 108]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.0,0.07,,0.01,0.97,0.09,,0.75,0.02,0.19,,0.04,0.0,0.59,,0.01,0.0,0.01,
0.17,0.0,0.06,,"[905, 269, 125, 158]","[265, 299, 88, 111]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.0,0.07,,0.01,0.99,0.09,,0.75,0.01,0.19,,0.04,0.0,0.59,,0.01,0.0,0.01,
0.18,0.0,0.06,,"[906, 269, 124, 158]","[267, 301, 87, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.0,0.07,,0.01,0.98,0.09,,0.74,0.02,0.19,,0.04,0.0,0.59,,0.01,0.0,0.01,
0.18,0.0,0.06,,"[906, 269, 124, 158]","[267, 301, 87, 107]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.03,0.0,0.07,,0.01,0.98,0.09,,0.74,0.02,0.19,,0.04,0.0,0.59,,0.01,0.0,0.01,
0.04,0.0,0.06,,"[902, 263, 121, 152]","[266, 299, 89, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.06,,0.0,0.98,0.1,,0.9,0.01,0.19,,0.04,0.0,0.58,,0.0,0.0,0.01,
0.04,0.0,0.06,,"[902, 263, 121, 152]","[266, 299, 89, 109]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.06,,0.0,0.98,0.1,,0.9,0.01,0.19,,0.04,0.0,0.58,,0.0,0.0,0.01,
0.04,0.0,0.06,,"[902, 264, 121, 150]","[265, 298, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.06,,0.0,0.97,0.1,,0.91,0.02,0.19,,0.04,0.01,0.58,,0.0,0.0,0.01,
0.04,0.0,0.06,,"[902, 264, 121, 150]","[265, 298, 90, 110]","[1231, 123, 11, 15]",,0.0,0.0,0.0,,0.01,0.0,0.06,,0.0,0.97,0.1,,0.91,0.02,0.19,,0.04,0.01,0.58,,0.0,0.0,0.01,
0.05,0.0,0.06,,"[901, 263, 122, 151]","[265, 298, 91, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.03,,0.0,0.98,0.23,,0.89,0.02,0.21,,0.04,0.0,0.46,,0.0,0.0,0.01,
0.05,0.0,0.06,,"[901, 263, 122, 151]","[265, 298, 91, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.03,,0.0,0.98,0.23,,0.89,0.02,0.21,,0.04,0.0,0.46,,0.0,0.0,0.01,
0.07,0.0,0.06,,"[902, 262, 121, 152]","[265, 298, 91, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.03,,0.0,0.98,0.23,,0.86,0.02,0.21,,0.05,0.0,0.46,,0.0,0.0,0.01,
0.07,0.0,0.06,,"[902, 262, 121, 152]","[265, 298, 91, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.03,,0.0,0.98,0.23,,0.86,0.02,0.21,,0.05,0.0,0.46,,0.0,0.0,0.01,
0.07,0.0,0.06,,"[902, 262, 121, 152]","[265, 298, 91, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.03,,0.0,0.98,0.23,,0.86,0.02,0.21,,0.05,0.0,0.46,,0.0,0.0,0.01,
0.07,0.0,0.06,,"[902, 262, 121, 152]","[265, 298, 91, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.03,,0.0,0.98,0.23,,0.86,0.02,0.21,,0.05,0.0,0.46,,0.0,0.0,0.01,
0.07,0.0,0.06,,"[902, 262, 121, 152]","[265, 298, 91, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.03,,0.0,0.98,0.23,,0.86,0.02,0.21,,0.05,0.0,0.46,,0.0,0.0,0.01,
0.07,0.0,0.06,,"[902, 262, 121, 152]","[265, 298, 91, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.03,,0.0,0.98,0.23,,0.86,0.02,0.21,,0.05,0.0,0.46,,0.0,0.0,0.01,
0.07,0.0,0.06,,"[902, 262, 121, 152]","[265, 298, 91, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.03,,0.0,0.98,0.23,,0.86,0.02,0.21,,0.05,0.0,0.46,,0.0,0.0,0.01,
0.07,0.0,0.06,,"[902, 262, 121, 152]","[265, 298, 91, 110]","[1231, 124, 11, 14]",,0.0,0.0,0.0,,0.02,0.0,0.03,,0.0,0.98,0.23,,0.86,0.02,0.21,,0.05,0.0,0.46,,0.0,0.0,0.01,
